Date,Predicted,Coin,Model
2023-06-24 18:00:00,31192.936808438495,BTC,Prophet
2023-06-24 19:00:00,31173.18077696698,BTC,Prophet
2023-06-24 20:00:00,31158.528589928304,BTC,Prophet
2023-06-24 21:00:00,31148.815392549557,BTC,Prophet
2023-06-24 22:00:00,31137.288890849384,BTC,Prophet
2023-06-24 23:00:00,31117.3078917868,BTC,Prophet
2023-06-25 00:00:00,31089.101283888573,BTC,Prophet
2023-06-25 01:00:00,31059.85444905612,BTC,Prophet
2023-06-25 02:00:00,31037.0829125102,BTC,Prophet
2023-06-25 03:00:00,31021.92435379593,BTC,Prophet
2023-06-25 04:00:00,31008.954835656714,BTC,Prophet
2023-06-25 05:00:00,30992.488943186017,BTC,Prophet
2023-06-25 06:00:00,30972.781128000297,BTC,Prophet
2023-06-25 07:00:00,30955.70822978716,BTC,Prophet
2023-06-25 08:00:00,30946.216664508807,BTC,Prophet
2023-06-25 09:00:00,30942.288129977904,BTC,Prophet
2023-06-25 10:00:00,30935.836547981304,BTC,Prophet
2023-06-25 11:00:00,30920.04750927574,BTC,Prophet
2023-06-25 12:00:00,30896.088367043794,BTC,Prophet
2023-06-25 13:00:00,30872.494745017368,BTC,Prophet
2023-06-25 14:00:00,30857.61287957015,BTC,Prophet
2023-06-25 15:00:00,30852.282916969074,BTC,Prophet
2023-06-25 16:00:00,30849.73232041273,BTC,Prophet
2023-06-25 17:00:00,30842.598423899624,BTC,Prophet
2023-06-25 18:00:00,30830.076350265663,BTC,Prophet
2023-06-25 19:00:00,30818.21731611014,BTC,Prophet
2023-06-25 20:00:00,30813.297141205432,BTC,Prophet
2023-06-25 21:00:00,30815.049696094917,BTC,Prophet
2023-06-25 22:00:00,30816.599896558197,BTC,Prophet
2023-06-25 23:00:00,30811.163800267714,BTC,Prophet
2023-06-26 00:00:00,30798.80939639228,BTC,Prophet
2023-06-26 01:00:00,30786.545055819388,BTC,Prophet
2023-06-26 02:00:00,30781.695423125304,BTC,Prophet
2023-06-26 03:00:00,30785.195844716618,BTC,Prophet
2023-06-26 04:00:00,30791.411159285097,BTC,Prophet
2023-06-26 05:00:00,30794.43851052582,BTC,Prophet
2023-06-26 06:00:00,30794.311442948107,BTC,Prophet
2023-06-26 07:00:00,30796.685218214985,BTC,Prophet
2023-06-26 08:00:00,30806.286805927935,BTC,Prophet
2023-06-26 09:00:00,30820.883364008074,BTC,Prophet
2023-06-26 10:00:00,30832.181892679033,BTC,Prophet
2023-06-26 11:00:00,30833.171294022733,BTC,Prophet
2023-06-26 12:00:00,30824.834949549106,BTC,Prophet
2023-06-26 13:00:00,30815.539550470858,BTC,Prophet
2023-06-26 14:00:00,30813.47957056667,BTC,Prophet
2023-06-26 15:00:00,30819.36247579734,BTC,Prophet
2023-06-26 16:00:00,30826.30380100007,BTC,Prophet
2023-06-26 17:00:00,30826.85110955217,BTC,Prophet
2023-06-26 18:00:00,30820.133035443483,BTC,Prophet
2023-06-26 19:00:00,30812.15841619418,BTC,Prophet
2023-06-26 20:00:00,30809.185323640704,BTC,Prophet
2023-06-26 21:00:00,30810.95471961744,BTC,Prophet
2023-06-26 22:00:00,30810.623342489955,BTC,Prophet
2023-06-26 23:00:00,30801.463381122725,BTC,Prophet
2023-06-27 00:00:00,30783.6225323123,BTC,Prophet
2023-06-27 01:00:00,30764.21141851532,BTC,Prophet
2023-06-27 02:00:00,30750.678159959698,BTC,Prophet
2023-06-27 03:00:00,30744.10121219436,BTC,Prophet
2023-06-27 04:00:00,30739.00631523707,BTC,Prophet
2023-06-27 05:00:00,30729.66723750347,BTC,Prophet
2023-06-27 06:00:00,30716.307601404802,BTC,Prophet
2023-06-27 07:00:00,30704.78375677897,BTC,Prophet
2023-06-27 08:00:00,30700.0321868495,BTC,Prophet
2023-06-27 09:00:00,30700.035294564655,BTC,Prophet
2023-06-27 10:00:00,30696.71828738574,BTC,Prophet
2023-06-27 11:00:00,30683.288427473737,BTC,Prophet
2023-06-27 12:00:00,30660.94479533317,BTC,Prophet
2023-06-27 13:00:00,30638.264337162687,BTC,Prophet
2023-06-27 14:00:00,30623.643621096373,BTC,Prophet
2023-06-27 15:00:00,30617.98143093314,BTC,Prophet
2023-06-27 16:00:00,30614.57136084971,BTC,Prophet
2023-06-27 17:00:00,30606.123458529553,BTC,Prophet
2023-06-27 18:00:00,30591.911145591577,BTC,Prophet
2023-06-27 19:00:00,30578.068450762854,BTC,Prophet
2023-06-27 20:00:00,30570.957387066464,BTC,Prophet
2023-06-27 21:00:00,30570.40022117746,BTC,Prophet
2023-06-27 22:00:00,30569.611258706133,BTC,Prophet
2023-06-27 23:00:00,30561.895716208906,BTC,Prophet
2023-06-28 00:00:00,30547.409286375754,BTC,Prophet
2023-06-28 01:00:00,30533.245379813852,BTC,Prophet
2023-06-28 02:00:00,30526.80984006633,BTC,Prophet
2023-06-28 03:00:00,30529.114241492807,BTC,Prophet
2023-06-28 04:00:00,30534.593610739525,BTC,Prophet
2023-06-28 05:00:00,30537.40824559512,BTC,Prophet
2023-06-28 06:00:00,30537.646904982794,BTC,Prophet
2023-06-28 07:00:00,30541.011319358593,BTC,Prophet
2023-06-28 08:00:00,30552.265486004457,BTC,Prophet
2023-06-28 09:00:00,30569.20357356368,BTC,Prophet
2023-06-28 10:00:00,30583.549127532588,BTC,Prophet
2023-06-28 11:00:00,30588.29681479031,BTC,Prophet
2023-06-28 12:00:00,30584.42482401516,BTC,Prophet
2023-06-28 13:00:00,30580.283659397937,BTC,Prophet
2023-06-28 14:00:00,30584.040718436205,BTC,Prophet
2023-06-28 15:00:00,30596.36574713063,BTC,Prophet
2023-06-28 16:00:00,30610.326300244353,BTC,Prophet
2023-06-28 17:00:00,30618.412218160738,BTC,Prophet
2023-06-28 18:00:00,30619.68531368749,BTC,Prophet
2023-06-28 19:00:00,30620.079269534548,BTC,Prophet
2023-06-28 20:00:00,30625.76954429304,BTC,Prophet
2023-06-28 21:00:00,30636.408003295568,BTC,Prophet
2023-06-28 22:00:00,30645.05686839518,BTC,Prophet
2023-06-28 23:00:00,30644.88953023375,BTC,Prophet
2023-06-29 00:00:00,30635.95180498997,BTC,Prophet
2023-06-29 01:00:00,30625.250597639228,BTC,Prophet
2023-06-29 02:00:00,30620.129750412678,BTC,Prophet
2023-06-29 03:00:00,30621.56417166827,BTC,Prophet
2023-06-29 04:00:00,30623.97807527535,BTC,Prophet
2023-06-29 05:00:00,30621.546997625035,BTC,Prophet
2023-06-29 06:00:00,30614.400863294708,BTC,Prophet
2023-06-29 07:00:00,30608.308049972176,BTC,Prophet
2023-06-29 08:00:00,30608.12392243922,BTC,Prophet
2023-06-29 09:00:00,30611.757669296374,BTC,Prophet
2023-06-29 10:00:00,30611.070147236373,BTC,Prophet
2023-06-29 11:00:00,30599.213987748994,BTC,Prophet
2023-06-29 12:00:00,30577.344103376858,BTC,Prophet
2023-06-29 13:00:00,30554.004354388948,BTC,Prophet
2023-06-29 14:00:00,30537.569793059025,BTC,Prophet
2023-06-29 15:00:00,30528.92960778482,BTC,Prophet
2023-06-29 16:00:00,30521.379925992806,BTC,Prophet
2023-06-29 17:00:00,30507.645520289178,BTC,Prophet
2023-06-29 18:00:00,30487.026645708425,BTC,Prophet
2023-06-29 19:00:00,30465.696044219017,BTC,Prophet
2023-06-29 20:00:00,30450.065950243297,BTC,Prophet
2023-06-29 21:00:00,30440.019849694476,BTC,Prophet
2023-06-29 22:00:00,30428.843622257817,BTC,Prophet
2023-06-29 23:00:00,30409.923645388164,BTC,Prophet
2023-06-30 00:00:00,30383.505475684804,BTC,Prophet
2023-06-30 01:00:00,30356.780101696026,BTC,Prophet
2023-06-30 02:00:00,30337.257576768134,BTC,Prophet
2023-06-30 03:00:00,30326.05915462254,BTC,Prophet
2023-06-30 04:00:00,30317.733782553303,BTC,Prophet
2023-06-30 05:00:00,30306.55864091511,BTC,Prophet
2023-06-30 06:00:00,30292.74101822406,BTC,Prophet
2023-06-30 07:00:00,30282.10148716063,BTC,Prophet
2023-06-30 08:00:00,30279.52186216041,BTC,Prophet
2023-06-30 09:00:00,30282.911779267386,BTC,Prophet
2023-06-30 10:00:00,30284.106606064182,BTC,Prophet
2023-06-30 11:00:00,30276.20793551811,BTC,Prophet
2023-06-30 12:00:00,30260.29479580521,BTC,Prophet
2023-06-30 13:00:00,30244.811327985084,BTC,Prophet
2023-06-30 14:00:00,30238.010335827043,BTC,Prophet
2023-06-30 15:00:00,30240.63781356115,BTC,Prophet
2023-06-30 16:00:00,30245.827590417503,BTC,Prophet
2023-06-30 17:00:00,30246.125113272454,BTC,Prophet
2023-06-30 18:00:00,30240.63656907141,BTC,Prophet
2023-06-30 19:00:00,30235.328354437417,BTC,Prophet
2023-06-30 20:00:00,30236.396695293537,BTC,Prophet
2023-06-30 21:00:00,30243.502136126255,BTC,Prophet
2023-06-30 22:00:00,30249.70349438467,BTC,Prophet
2023-06-30 23:00:00,30248.15882321988,BTC,Prophet
2023-07-01 00:00:00,30238.886962402426,BTC,Prophet
2023-07-01 01:00:00,30228.856635523214,BTC,Prophet
2023-07-01 02:00:00,30225.362866486594,BTC,Prophet
2023-07-01 03:00:00,30229.321803208397,BTC,Prophet
2023-07-01 04:00:00,30235.089769743747,BTC,Prophet
2023-07-01 05:00:00,30236.766203635732,BTC,Prophet
2023-07-01 06:00:00,30234.397737858366,BTC,Prophet
2023-07-01 07:00:00,30233.663365161327,BTC,Prophet
2023-07-01 08:00:00,30239.324140787234,BTC,Prophet
2023-07-01 09:00:00,30249.191242558478,BTC,Prophet
2023-07-01 10:00:00,30255.02507785231,BTC,Prophet
2023-07-01 11:00:00,30249.87667654015,BTC,Prophet
2023-07-01 12:00:00,30234.7994909794,BTC,Prophet
2023-07-01 13:00:00,30218.23734780809,BTC,Prophet
2023-07-01 14:00:00,30208.4679527446,BTC,Prophet
2023-07-01 15:00:00,30206.287055026318,BTC,Prophet
2023-07-01 16:00:00,30204.902415276625,BTC,Prophet
2023-07-01 17:00:00,30196.95660691784,BTC,Prophet
2023-07-01 18:00:00,30181.674865481273,BTC,Prophet
2023-07-01 19:00:00,30165.163009532145,BTC,Prophet
2023-07-01 20:00:00,30153.775255816112,BTC,Prophet
2023-07-01 21:00:00,30147.346671253326,BTC,Prophet
2023-07-01 22:00:00,30139.12488314732,BTC,Prophet
2023-07-01 23:00:00,30122.468619350868,BTC,Prophet
2023-07-02 00:00:00,30097.60668889145,BTC,Prophet
2023-07-02 01:00:00,30071.724393774508,BTC,Prophet
2023-07-02 02:00:00,30052.3371789373,BTC,Prophet
2023-07-02 03:00:00,30040.582643249927,BTC,Prophet
2023-07-02 04:00:00,30031.036768399998,BTC,Prophet
2023-07-02 05:00:00,30018.014058034245,BTC,Prophet
2023-07-02 06:00:00,30001.768881949058,BTC,Prophet
2023-07-02 07:00:00,29988.177997626004,BTC,Prophet
2023-07-02 08:00:00,29982.187738448694,BTC,Prophet
2023-07-02 09:00:00,29981.779719272137,BTC,Prophet
2023-07-02 10:00:00,29978.867778552623,BTC,Prophet
2023-07-02 11:00:00,29966.63742334993,BTC,Prophet
2023-07-02 12:00:00,29946.255922778597,BTC,Prophet
2023-07-02 13:00:00,29926.258816137433,BTC,Prophet
2023-07-02 14:00:00,29914.992255001263,BTC,Prophet
2023-07-02 15:00:00,29913.29630047825,BTC,Prophet
2023-07-02 16:00:00,29914.39833024997,BTC,Prophet
2023-07-02 17:00:00,29910.9355924388,BTC,Prophet
2023-07-02 18:00:00,29902.10312365167,BTC,Prophet
2023-07-02 19:00:00,29893.9520539062,BTC,Prophet
2023-07-02 20:00:00,29892.758116041703,BTC,Prophet
2023-07-02 21:00:00,29898.255093323925,BTC,Prophet
2023-07-02 22:00:00,29903.567813906662,BTC,Prophet
2023-07-02 23:00:00,29901.912247495155,BTC,Prophet
2023-07-03 00:00:00,29893.356294949805,BTC,Prophet
2023-07-03 01:00:00,29884.90823851471,BTC,Prophet
2023-07-03 02:00:00,29883.89263378266,BTC,Prophet
2023-07-03 03:00:00,29891.244737845493,BTC,Prophet
2023-07-03 04:00:00,29901.329299749414,BTC,Prophet
2023-07-03 05:00:00,29908.243373216264,BTC,Prophet
2023-07-03 06:00:00,29912.020412453596,BTC,Prophet
2023-07-03 07:00:00,29918.315588501977,BTC,Prophet
2023-07-03 08:00:00,29931.855780017635,BTC,Prophet
2023-07-03 09:00:00,29950.408053659485,BTC,Prophet
2023-07-03 10:00:00,29965.679318070397,BTC,Prophet
2023-07-03 11:00:00,29970.65838343919,BTC,Prophet
2023-07-03 12:00:00,29966.32853907288,BTC,Prophet
2023-07-03 13:00:00,29961.056383670035,BTC,Prophet
2023-07-03 14:00:00,29963.03629818927,BTC,Prophet
2023-07-03 15:00:00,29972.97565547117,BTC,Prophet
2023-07-03 16:00:00,29983.989896927822,BTC,Prophet
2023-07-03 17:00:00,29988.626492212843,BTC,Prophet
2023-07-03 18:00:00,29986.01398129901,BTC,Prophet
2023-07-03 19:00:00,29982.161107394084,BTC,Prophet
2023-07-03 20:00:00,29983.32584773045,BTC,Prophet
2023-07-03 21:00:00,29989.249069252823,BTC,Prophet
2023-07-03 22:00:00,29993.08741514795,BTC,Prophet
2023-07-03 23:00:00,29988.11297882088,BTC,Prophet
2023-07-04 00:00:00,29974.473361327044,BTC,Prophet
2023-07-04 01:00:00,29959.279089103147,BTC,Prophet
2023-07-04 02:00:00,29949.978186084034,BTC,Prophet
2023-07-04 03:00:00,29947.649011248985,BTC,Prophet
2023-07-04 04:00:00,29946.817207781005,BTC,Prophet
2023-07-04 05:00:00,29941.756446986663,BTC,Prophet
2023-07-04 06:00:00,29932.690253910907,BTC,Prophet
2023-07-04 07:00:00,29925.47488075716,BTC,Prophet
2023-07-04 08:00:00,29925.046712856805,BTC,Prophet
2023-07-04 09:00:00,29929.388055010735,BTC,Prophet
2023-07-04 10:00:00,29930.42401627255,BTC,Prophet
2023-07-04 11:00:00,29921.361760153635,BTC,Prophet
2023-07-04 12:00:00,29903.40026825034,BTC,Prophet
2023-07-04 13:00:00,29885.116387609385,BTC,Prophet
2023-07-04 14:00:00,29874.906586974856,BTC,Prophet
2023-07-04 15:00:00,29873.66955050793,BTC,Prophet
2023-07-04 16:00:00,29874.69877251305,BTC,Prophet
2023-07-04 17:00:00,29870.704200561777,BTC,Prophet
2023-07-04 18:00:00,29860.959155935005,BTC,Prophet
2023-07-04 19:00:00,29851.59756678283,BTC,Prophet
2023-07-04 20:00:00,29848.981345332937,BTC,Prophet
2023-07-04 21:00:00,29852.932657233043,BTC,Prophet
2023-07-04 22:00:00,29856.66570684919,BTC,Prophet
2023-07-04 23:00:00,29853.485609271003,BTC,Prophet
2023-07-05 00:00:00,29843.547955506117,BTC,Prophet
2023-07-05 01:00:00,29833.946054267122,BTC,Prophet
2023-07-05 02:00:00,29832.085646987747,BTC,Prophet
2023-07-05 03:00:00,29838.978205714742,BTC,Prophet
2023-07-05 04:00:00,29849.05865457272,BTC,Prophet
2023-07-05 05:00:00,29856.487188625295,BTC,Prophet
2023-07-05 06:00:00,29861.352463874053,BTC,Prophet
2023-07-05 07:00:00,29869.356107654818,BTC,Prophet
2023-07-05 08:00:00,29885.26201393155,BTC,Prophet
2023-07-05 09:00:00,29906.86424784295,BTC,Prophet
2023-07-05 10:00:00,29925.886251189255,BTC,Prophet
2023-07-05 11:00:00,29935.322586966016,BTC,Prophet
2023-07-05 12:00:00,29936.151339788754,BTC,Prophet
2023-07-05 13:00:00,29936.72290960082,BTC,Prophet
2023-07-05 14:00:00,29945.20458947741,BTC,Prophet
2023-07-05 15:00:00,29962.266020819865,BTC,Prophet
2023-07-05 16:00:00,29980.97465362221,BTC,Prophet
2023-07-05 17:00:00,29993.820223325743,BTC,Prophet
2023-07-05 18:00:00,29999.86443763483,BTC,Prophet
2023-07-05 19:00:00,30005.040873988273,BTC,Prophet
2023-07-05 20:00:00,30015.52488554598,BTC,Prophet
2023-07-05 21:00:00,30030.968232051768,BTC,Prophet
2023-07-05 22:00:00,30044.433029615047,BTC,Prophet
2023-07-05 23:00:00,30049.09256298092,BTC,Prophet
2023-07-06 00:00:00,30044.992542283013,BTC,Prophet
2023-07-06 01:00:00,30039.139766303866,BTC,Prophet
2023-07-06 02:00:00,30038.8779709369,BTC,Prophet
2023-07-06 03:00:00,30045.181958064015,BTC,Prophet
2023-07-06 04:00:00,30052.47583493682,BTC,Prophet
2023-07-06 05:00:00,30054.93503119684,BTC,Prophet
2023-07-06 06:00:00,30052.68936453794,BTC,Prophet
2023-07-06 07:00:00,30051.507105632165,BTC,Prophet
2023-07-06 08:00:00,30056.24351212258,BTC,Prophet
2023-07-06 09:00:00,30064.807665345965,BTC,Prophet
2023-07-06 10:00:00,30069.060314608076,BTC,Prophet
2023-07-06 11:00:00,30062.15398389624,BTC,Prophet
2023-07-06 12:00:00,30045.243478132372,BTC,Prophet
2023-07-06 13:00:00,30026.872549855983,BTC,Prophet
2023-07-06 14:00:00,30015.41614349633,BTC,Prophet
2023-07-06 15:00:00,30011.763339504265,BTC,Prophet
2023-07-06 16:00:00,30009.210157253114,BTC,Prophet
2023-07-06 17:00:00,30000.481261195317,BTC,Prophet
2023-07-06 18:00:00,29984.876798114557,BTC,Prophet
2023-07-06 19:00:00,29968.56940162923,BTC,Prophet
2023-07-06 20:00:00,29957.97119772305,BTC,Prophet
2023-07-06 21:00:00,29952.965563780115,BTC,Prophet
2023-07-06 22:00:00,29946.838270867498,BTC,Prophet
2023-07-06 23:00:00,29932.97558773995,BTC,Prophet
2023-07-07 00:00:00,29911.62296221313,BTC,Prophet
2023-07-07 01:00:00,29889.97127397805,BTC,Prophet
2023-07-07 02:00:00,29875.53046744102,BTC,Prophet
2023-07-07 03:00:00,29869.421687318423,BTC,Prophet
2023-07-07 04:00:00,29866.193771825325,BTC,Prophet
2023-07-07 05:00:00,29860.123792170252,BTC,Prophet
2023-07-07 06:00:00,29851.41892766012,BTC,Prophet
2023-07-07 07:00:00,29845.899641705197,BTC,Prophet
2023-07-07 08:00:00,29848.447639413327,BTC,Prophet
2023-07-07 09:00:00,29856.972447443284,BTC,Prophet
2023-07-07 10:00:00,29863.309323941867,BTC,Prophet
2023-07-07 11:00:00,29860.559752388657,BTC,Prophet
2023-07-07 12:00:00,29849.802651427468,BTC,Prophet
2023-07-07 13:00:00,29839.482052539846,BTC,Prophet
2023-07-07 14:00:00,29837.850649875934,BTC,Prophet
2023-07-07 15:00:00,29845.654328008677,BTC,Prophet
2023-07-07 16:00:00,29856.026806476562,BTC,Prophet
2023-07-07 17:00:00,29861.513422429165,BTC,Prophet
2023-07-07 18:00:00,29861.220253057472,BTC,Prophet
2023-07-07 19:00:00,29861.113585202173,BTC,Prophet
2023-07-07 20:00:00,29867.389534979095,BTC,Prophet
2023-07-07 21:00:00,29879.70853704998,BTC,Prophet
2023-07-07 22:00:00,29891.129299015,BTC,Prophet
2023-07-07 23:00:00,29894.80976416445,BTC,Prophet
2023-07-08 00:00:00,29890.76866239456,BTC,Prophet
2023-07-08 01:00:00,29885.974607410644,BTC,Prophet
2023-07-08 02:00:00,29887.722513225635,BTC,Prophet
2023-07-08 03:00:00,29896.92841785957,BTC,Prophet
2023-07-08 04:00:00,29907.948535470387,BTC,Prophet
2023-07-08 05:00:00,29914.882193702906,BTC,Prophet
2023-07-08 06:00:00,29917.775915641163,BTC,Prophet
2023-07-08 07:00:00,29922.308584148177,BTC,Prophet
2023-07-08 08:00:00,29933.241144589458,BTC,Prophet
2023-07-08 09:00:00,29948.38466492818,BTC,Prophet
2023-07-08 10:00:00,29959.49944269099,BTC,Prophet
2023-07-08 11:00:00,29959.636397919705,BTC,Prophet
2023-07-08 12:00:00,29949.84887316427,BTC,Prophet
2023-07-08 13:00:00,29938.580585277312,BTC,Prophet
2023-07-08 14:00:00,29934.109130217865,BTC,Prophet
2023-07-08 15:00:00,29937.230147496037,BTC,Prophet
2023-07-08 16:00:00,29941.151288035555,BTC,Prophet
2023-07-08 17:00:00,29938.5150155985,BTC,Prophet
2023-07-08 18:00:00,29928.5464560915,BTC,Prophet
2023-07-08 19:00:00,29917.351318492936,BTC,Prophet
2023-07-08 20:00:00,29911.283710011052,BTC,Prophet
2023-07-08 21:00:00,29910.178588067265,BTC,Prophet
2023-07-08 22:00:00,29907.28347052323,BTC,Prophet
2023-07-08 23:00:00,29895.956975831377,BTC,Prophet
2023-07-09 00:00:00,29876.427803681785,BTC,Prophet
2023-07-09 01:00:00,29855.881146796175,BTC,Prophet
2023-07-09 02:00:00,29841.83234088503,BTC,Prophet
2023-07-09 03:00:00,29835.418875659663,BTC,Prophet
2023-07-09 04:00:00,29831.21662370694,BTC,Prophet
2023-07-09 05:00:00,29823.53997964717,BTC,Prophet
2023-07-09 06:00:00,29812.64320431932,BTC,Prophet
2023-07-09 07:00:00,29804.402946318703,BTC,Prophet
2023-07-09 08:00:00,29803.765430218788,BTC,Prophet
2023-07-09 09:00:00,29808.712162145548,BTC,Prophet
2023-07-09 10:00:00,29811.156871907384,BTC,Prophet
2023-07-09 11:00:00,29804.284957996213,BTC,Prophet
2023-07-09 12:00:00,29789.26358105018,BTC,Prophet
2023-07-09 13:00:00,29774.628171980396,BTC,Prophet
2023-07-09 14:00:00,29768.724774062743,BTC,Prophet
2023-07-09 15:00:00,29772.393340206512,BTC,Prophet
2023-07-09 16:00:00,29778.861139987057,BTC,Prophet
2023-07-09 17:00:00,29780.765313522184,BTC,Prophet
2023-07-09 18:00:00,29777.300789519402,BTC,Prophet
2023-07-09 19:00:00,29774.51859019899,BTC,Prophet
2023-07-09 20:00:00,29778.694340712504,BTC,Prophet
2023-07-09 21:00:00,29789.56171674945,BTC,Prophet
2023-07-09 22:00:00,29800.245438998725,BTC,Prophet
2023-07-09 23:00:00,29803.9613698189,BTC,Prophet
2023-07-10 00:00:00,29800.777302840455,BTC,Prophet
2023-07-10 01:00:00,29797.701413198996,BTC,Prophet
2023-07-10 02:00:00,29802.058149502715,BTC,Prophet
2023-07-10 03:00:00,29814.782661986388,BTC,Prophet
2023-07-10 04:00:00,29830.239592967715,BTC,Prophet
2023-07-10 05:00:00,29842.52588956924,BTC,Prophet
2023-07-10 06:00:00,29851.67489953792,BTC,Prophet
2023-07-10 07:00:00,29863.34168758533,BTC,Prophet
2023-07-10 08:00:00,29882.253026182007,BTC,Prophet
2023-07-10 09:00:00,29906.175875939633,BTC,Prophet
2023-07-10 10:00:00,29926.817039600428,BTC,Prophet
2023-07-10 11:00:00,29937.165221601277,BTC,Prophet
2023-07-10 12:00:00,29938.2036056414,BTC,Prophet
2023-07-10 13:00:00,29938.298684968147,BTC,Prophet
2023-07-10 14:00:00,29945.644735241072,BTC,Prophet
2023-07-10 15:00:00,29960.949024159097,BTC,Prophet
2023-07-10 16:00:00,29977.326888152784,BTC,Prophet
2023-07-10 17:00:00,29987.325692054426,BTC,Prophet
2023-07-10 18:00:00,29990.073871184253,BTC,Prophet
2023-07-10 19:00:00,29991.58006425931,BTC,Prophet
2023-07-10 20:00:00,29998.102144192584,BTC,Prophet
2023-07-10 21:00:00,30009.380873784165,BTC,Prophet
2023-07-10 22:00:00,30018.572792244406,BTC,Prophet
2023-07-10 23:00:00,30018.94988918412,BTC,Prophet
2023-07-11 00:00:00,30010.659662042424,BTC,Prophet
2023-07-11 01:00:00,30000.812533819728,BTC,Prophet
2023-07-11 02:00:00,29996.856425198952,BTC,Prophet
2023-07-11 03:00:00,29999.869592096846,BTC,Prophet
2023-07-11 04:00:00,30004.377574820042,BTC,Prophet
2023-07-11 05:00:00,30004.65394198982,BTC,Prophet
2023-07-11 06:00:00,30000.92211615986,BTC,Prophet
2023-07-11 07:00:00,29999.038247240922,BTC,Prophet
2023-07-11 08:00:00,30003.93861846558,BTC,Prophet
