Date,Close,Volume
,BNB-USD,BNB-USD
2018-01-01,8.414609909057617,66422800
2018-01-02,8.837770462036133,104789000
2018-01-03,9.535880088806152,108852000
2018-01-04,9.213990211486816,158819008
2018-01-05,14.917200088500977,341504992
2018-01-06,22.75979995727539,637020992
2018-01-07,18.65679931640625,258050000
2018-01-08,18.260900497436523,296617984
2018-01-09,17.411800384521484,194750000
2018-01-10,17.39080047607422,146582000
2018-01-11,21.042699813842773,389228000
2018-01-12,22.316299438476562,387537984
2018-01-13,22.174400329589844,181676000
2018-01-14,20.777299880981445,129239000
2018-01-15,19.564699172973633,244154000
2018-01-16,13.891900062561035,399951008
2018-01-17,14.203200340270996,299411008
2018-01-18,14.280400276184082,204899008
2018-01-19,14.940600395202637,139882000
2018-01-20,16.19029998779297,156744992
2018-01-21,14.068300247192383,141562000
2018-01-22,13.014599800109863,138026000
2018-01-23,13.093500137329102,91706200
2018-01-24,13.628700256347656,105736000
2018-01-25,13.228400230407715,105648000
2018-01-26,13.218199729919434,113429000
2018-01-27,13.253000259399414,84009400
2018-01-28,13.540200233459473,93871104
2018-01-29,12.76449966430664,71294304
2018-01-30,11.250699996948242,59389600
2018-01-31,11.145000457763672,50435000
2018-02-01,9.515839576721191,82984200
2018-02-02,9.652290344238281,91468200
2018-02-03,9.749679565429688,56556200
2018-02-04,8.458640098571777,49990000
2018-02-05,6.7050299644470215,55276900
2018-02-06,8.288849830627441,97189904
2018-02-07,8.095009803771973,77970304
2018-02-08,8.595499992370605,82496000
2018-02-09,9.730460166931152,9284
2018-02-10,9.255970001220703,80123200
2018-02-11,8.704910278320312,68554600
2018-02-12,9.322469711303711,50792600
2018-02-13,8.986780166625977,41593400
2018-02-14,10.40060043334961,68781600
2018-02-15,10.931099891662598,108962000
2018-02-16,11.201600074768066,71131800
2018-02-17,11.689299583435059,76093504
2018-02-18,10.702400207519531,62044700
2018-02-19,11.075699806213379,54898800
2018-02-20,9.904509544372559,66512400
2018-02-21,9.380789756774902,55087600
2018-02-22,8.904029846191406,47216100
2018-02-23,9.692110061645508,53626800
2018-02-24,9.1419095993042,48709200
2018-02-25,9.346599578857422,43814500
2018-02-26,9.90231990814209,53540300
2018-02-27,10.659899711608887,97184400
2018-02-28,10.438199996948242,69036400
2018-03-01,10.509699821472168,72474200
2018-03-02,10.224800109863281,46449100
2018-03-03,10.217900276184082,40001900
2018-03-04,10.348099708557129,37886900
2018-03-05,10.11050033569336,38605100
2018-03-06,9.384380340576172,38182600
2018-03-07,9.034879684448242,79740800
2018-03-08,8.310440063476562,48535100
2018-03-09,8.313070297241211,46893300
2018-03-10,7.67165994644165,41645000
2018-03-11,8.272379875183105,45451700
2018-03-12,8.039270401000977,51188100
2018-03-13,10.11520004272461,216111008
2018-03-14,8.959210395812988,124112000
2018-03-15,9.099080085754395,104531000
2018-03-16,9.111319541931152,97626000
2018-03-17,8.987739562988281,94679904
2018-03-18,8.951849937438965,94840304
2018-03-19,8.9927396774292,97938896
2018-03-20,9.160929679870605,96919504
2018-03-21,9.982000350952148,131761000
2018-03-22,10.066300392150879,112305000
2018-03-23,11.737600326538086,157246000
2018-03-24,13.089099884033203,255358000
2018-03-25,12.783100128173828,189518000
2018-03-26,12.061400413513184,132353000
2018-03-27,11.508299827575684,102579000
2018-03-28,11.640399932861328,92931200
2018-03-29,10.196100234985352,81352096
2018-03-30,10.3503999710083,75551600
2018-03-31,11.055899620056152,89256304
2018-04-01,11.066200256347656,87918096
2018-04-02,12.620699882507324,116071000
2018-04-03,13.360699653625488,141287008
2018-04-04,12.190400123596191,119600000
2018-04-05,12.45359992980957,103864000
2018-04-06,12.258399963378906,81989696
2018-04-07,12.455699920654297,87924896
2018-04-08,12.117600440979004,79045000
2018-04-09,11.868300437927246,80643696
2018-04-10,12.036199569702148,87608200
2018-04-11,12.230899810791016,92759696
2018-04-12,12.952500343322754,133239000
2018-04-13,13.536800384521484,148215008
2018-04-14,13.244400024414062,94980800
2018-04-15,13.058799743652344,115373000
2018-04-16,12.210000038146973,75965504
2018-04-17,11.769399642944336,77537400
2018-04-18,12.275699615478516,90015104
2018-04-19,12.35260009765625,78661696
2018-04-20,12.575200080871582,86036096
2018-04-21,13.378399848937988,141582000
2018-04-22,12.875900268554688,84873000
2018-04-23,13.625300407409668,132041000
2018-04-24,15.265999794006348,165599008
2018-04-25,13.290900230407715,144820992
2018-04-26,14.653599739074707,127788000
2018-04-27,14.329099655151367,101995000
2018-04-28,15.20009994506836,122360000
2018-04-29,15.05620002746582,105495000
2018-04-30,14.312100410461426,83765800
2018-05-01,14.164299964904785,75433904
2018-05-02,14.409199714660645,80730304
2018-05-03,14.652600288391113,104726000
2018-05-04,14.329500198364258,79940496
2018-05-05,14.36870002746582,71502096
2018-05-06,13.94260025024414,74731600
2018-05-07,13.702500343322754,59800200
2018-05-08,13.529000282287598,57865500
2018-05-09,14.660200119018555,99046304
2018-05-10,13.818400382995605,68250000
2018-05-11,12.993900299072266,57027500
2018-05-12,12.943900108337402,44001000
2018-05-13,13.11870002746582,70816496
2018-05-14,12.870699882507324,49317700
2018-05-15,12.56779956817627,45696200
2018-05-16,12.260499954223633,35233200
2018-05-17,12.46500015258789,54251500
2018-05-18,15.13539981842041,243260992
2018-05-19,14.245699882507324,138320992
2018-05-20,14.117799758911133,95390200
2018-05-21,14.722299575805664,97367296
2018-05-22,13.92549991607666,86545104
